n_side = 10
¹	l			b			n	k		sigma_k
0	45,000000	85,320519	74	0,08	0,03
1	135,000000	85,320519	79	0,07	0,02
2	225,000000	85,320519	97	0,04	0,01
3	315,000000	85,320519	87	0,05	0,02
4	22,500000	80,633211	83	-0,00	0,01
5	67,500000	80,633211	80	0,08	0,02
6	112,500000	80,633211	82	0,03	0,01
7	157,500000	80,633211	73	0,03	0,02
8	202,500000	80,633211	80	0,01	0,01
9	247,500000	80,633211	74	0,04	0,02
10	292,500000	80,633211	86	-0,03	0,01
11	337,500000	80,633211	69	0,07	0,02
12	15,000000	75,930132	87	-0,00	0,01
13	45,000000	75,930132	80	0,01	0,02
14	75,000000	75,930132	91	0,05	0,02
15	105,000000	75,930132	82	0,04	0,02
16	135,000000	75,930132	92	0,01	0,01
17	165,000000	75,930132	82	0,05	0,02
18	195,000000	75,930132	77	0,00	0,00
19	225,000000	75,930132	62	-0,01	0,01
20	255,000000	75,930132	80	0,01	0,02
21	285,000000	75,930132	79	0,02	0,02
22	315,000000	75,930132	80	0,00	0,00
23	345,000000	75,930132	75	0,02	0,01
24	11,250000	71,203095	84	0,12	0,02
25	33,750000	71,203095	73	0,09	0,02
26	56,250000	71,203095	74	0,00	0,00
27	78,750000	71,203095	90	-0,00	0,01
28	101,250000	71,203095	86	0,03	0,02
29	123,750000	71,203095	75	0,00	0,00
30	146,250000	71,203095	89	-0,00	0,01
31	168,750000	71,203095	85	0,01	0,00
32	191,250000	71,203095	61	0,07	0,03
33	213,750000	71,203095	67	0,00	0,00
34	236,250000	71,203095	68	0,08	0,02
35	258,750000	71,203095	76	0,06	0,02
36	281,250000	71,203095	72	0,01	0,02
37	303,750000	71,203095	69	0,00	0,00
38	326,250000	71,203095	76	0,05	0,02
39	348,750000	71,203095	77	-0,02	0,03
40	9,000000	66,443536	81	0,01	0,01
41	27,000000	66,443536	65	0,04	0,03
42	45,000000	66,443536	72	0,00	0,01
43	63,000000	66,443536	79	0,03	0,02
44	81,000000	66,443536	65	0,08	0,02
45	99,000000	66,443536	67	0,04	0,02
46	117,000000	66,443536	86	-0,04	0,02
47	135,000000	66,443536	96	0,02	0,01
48	153,000000	66,443536	75	0,09	0,02
49	171,000000	66,443536	92	0,09	0,03
50	189,000000	66,443536	74	0,02	0,01
51	207,000000	66,443536	64	0,01	0,00
52	225,000000	66,443536	69	0,17	0,03
53	243,000000	66,443536	71	0,03	0,03
54	261,000000	66,443536	66	-0,01	0,01
55	279,000000	66,443536	60	0,04	0,03
56	297,000000	66,443536	69	-0,03	0,03
57	315,000000	66,443536	58	0,17	0,03
58	333,000000	66,443536	68	0,03	0,03
59	351,000000	66,443536	78	-0,03	0,01
60	7,500000	61,642363	84	0,04	0,03
61	22,500000	61,642363	81	-0,00	0,00
62	37,500000	61,642363	69	0,08	0,03
63	52,500000	61,642363	72	0,02	0,02
64	67,500000	61,642363	78	0,12	0,02
65	82,500000	61,642363	68	0,03	0,02
66	97,500000	61,642363	89	0,08	0,02
67	112,500000	61,642363	83	-0,08	0,03
68	127,500000	61,642363	79	0,02	0,04
69	142,500000	61,642363	78	0,06	0,02
70	157,500000	61,642363	78	0,10	0,03
71	172,500000	61,642363	83	0,19	0,03
72	187,500000	61,642363	74	0,02	0,02
73	202,500000	61,642363	80	0,10	0,03
74	217,500000	61,642363	56	0,01	0,02
75	232,500000	61,642363	72	0,00	0,00
76	247,500000	61,642363	61	0,09	0,04
77	262,500000	61,642363	69	-0,04	0,01
78	277,500000	61,642363	64	0,02	0,03
79	292,500000	61,642363	62	0,12	0,03
80	307,500000	61,642363	54	0,06	0,01
81	322,500000	61,642363	57	-0,03	0,03
82	337,500000	61,642363	72	0,01	0,00
83	352,500000	61,642363	57	0,25	0,04
84	6,428571	56,789784	90	0,06	0,02
85	19,285714	56,789784	75	0,04	0,01
86	32,142857	56,789784	74	0,03	0,03
