hip	spect	ext	sigma_ext
101776	K2III:	-0.17	0.02
101784	K2III:	-0.14	0.01
101786	K2III:	-0.08	0.02
101787	F6/F7V	-0.05	0.02
101810	M6III	-0.76	0.02
101818	F8V:	-0.03	0.01
101822	F8V:	-0.06	0.02
101838	B8V:	-0.02	0.01
101848	K0III:	-0.12	0.02
101855	K0III	-0.08	0.01
101857	G5V	-0.03	0.00
101858	K0III/IV	-0.09	0.01
101862	F8V:	-0.14	0.02
101870	K0II-III	-0.08	0.00
101880	K5V:	-0.21	0.01
101893	G8V	-0.06	0.02
101899	K2III	-0.11	0.00
101904	G0V	-0.04	0.01
101905	G3V	-0.02	0.00
101917	K2III:	-0.13	0.02
101919	A0III	-0.04	0.01
101936	K1III	-0.05	0.02
101943	K5III:	-0.33	0.01
101948	G0V:	-0.07	0.01
101965	K1III	-0.01	0.00
101970	K2III:	-0.16	0.01
101974	K0III:	-0.09	0.01
101979	K2III:	-0.14	0.01
101988	M4III	-0.17	0.03
102007	K2III	-0.08	0.02
102012	A2V:	-0.05	0.01
102013	F3IV/V	-0.04	0.01
102016	G5V:	-0.04	0.01
102026	K0III	-0.03	0.00
102035	K0III:	-0.09	0.01
102040	G5V	-0.07	0.01
102046	G2V:	-0.14	0.02
102052	A0V:	-0.04	0.01
102067	G5III:	-0.59	0.02
102076	G0V:	-0.07	0.02
102077	G5V:	-0.06	0.02
102080	K4III:	-0.14	0.01
102090	K2III:	-0.06	0.01
102092	M1III	-0.03	0.01
102100	K0III:	-0.08	0.01
102115	M1V:	-0.13	0.00
102119	K5V	-0.03	0.01
102120	A0V:	-0.03	0.01
102131	F8V:	-0.07	0.02
102138	K0III:	-0.08	0.01
102147	G5V:	-0.07	0.02
102155	B8II-III	-0.02	0.00
102160	M2/M3III	-0.15	0.03
102180	K5III:	-0.10	0.02
102187	K0III:	-0.06	0.02
102188	K5III:	-0.16	0.02
102196	K2III	-0.14	0.01
102204	G5V	-0.11	0.01
102223	K5III:	-0.07	0.02
102230	K1III	-0.04	0.00
102237	M3V:	-0.16	0.02
102253	A8V	-0.03	0.00
102254	A0V:	-0.05	0.01
102269	K1III	-0.12	0.04
102275	A0V:	-0.09	0.01
102277	A0V:	-0.04	0.01
102280	K0III	-0.07	0.01
102287	A0V:	-0.04	0.01
102291	K0III	-0.04	0.01
102309	A0V:	-0.03	0.01
102311	K5III:	-0.11	0.02
102314	K0III:	-0.05	0.01
102332	K7V	-0.08	0.00
102334	K2III:	-0.05	0.02
102346	K2V:	-0.15	0.02
102360	K5III:	-0.41	0.01
102371	M2III	-0.04	0.01
102374	A0V:	-0.05	0.01
102375	G6:V	-0.12	0.02
102381	K1II/III	-0.18	0.01
102383	F8V:	-0.09	0.02
102393	G5V:	-0.02	0.01
102401	M3V:	-0.05	0.01
102415	K2III:	-0.13	0.01
102417	K4III	-0.06	0.02
102424	K0III	-0.07	0.01
102440	M5II-III	-0.38	0.01
102460	A0V:	-0.02	0.01
102464	G0V:	-0.08	0.02
102475	F5V:	-0.08	0.01
102481	F5V:	-0.07	0.01
102506	K2III/IV	-0.04	0.01
102521	G5V	-0.06	0.01
102525	F8V	-0.03	0.01
102535	G5V:	-0.19	0.01
102544	F0V:	-0.05	0.00
102546	M6III:	-0.62	0.03
102579	F2V	-0.05	0.02
102590	K0V:	-0.35	0.02
102593	F8III	-0.20	0.05
102611	F9V	-0.05	0.01
102620	F8V:	-0.10	0.01
102638	K0V:	-0.09	0.03
102653	K2III:	-0.15	0.01
102666	K2III:	-0.03	0.01
102674	K0III:	-0.03	0.01
102678	K0III:	-0.08	0.01
102680	B9V:	-0.02	0.01
102685	K1III	-0.16	0.01
102720	M3III:	-0.37	0.01
102721	K5III:	-0.07	0.02
102725	F2III	-0.05	0.00
102729	A0V:	-0.09	0.01
102748	K5III:	-0.11	0.02
102758	A0V:	-0.03	0.00
102760	K0III:	-0.08	0.02
102762	G3V	-0.06	0.01
102768	F8V:	-0.05	0.02
102769	M0/M1III:	-0.08	0.02
102770	M3III:	-0.25	0.02
102799	K2III	-0.05	0.01
102805	F5V	-0.02	0.00
102807	F8V:	-0.07	0.01
102814	K2III:	-0.24	0.01
102833	K0III:	-0.04	0.01
102844	M5III:	-0.44	0.06
102850	K2III:	-0.15	0.01
102851	K5V	-0.08	0.00
102852	A0V:	-0.01	0.00
102889	K5III:	-0.19	0.02
102891	K1III	-0.03	0.00
102893	F0V:	-0.08	0.02
102903	K0III	-0.07	0.02
102904	K5III:	-0.19	0.03
102923	K3V:	-0.08	0.02
102970	G8V	-0.05	0.01
102972	F8V:	-0.05	0.02
102981	G0V:	-0.08	0.02
103004	G8III	-0.09	0.00
103015	K0V:	-0.16	0.03
103026	M4III:	-0.16	0.03
103033	K7III:	-0.10	0.03
103057	K2III:	-0.21	0.01
103079	K2III:	-0.11	0.01
103082	G8III/IV	-0.01	0.00
103091	K0V	-0.16	0.03
103102	G0V	-0.01	0.00
103108	A1V	-0.04	0.01
103110	K2III:	-0.12	0.02
103126	A2V:	-0.14	0.01
103128	F0V:	-0.03	0.01
103161	G0V-VI	-0.08	0.02
103165	M0III:	-0.06	0.02
103172	K0III:	-0.07	0.01
103190	K0III:	-0.06	0.01
103195	K2III:	-0.18	0.01
103198	K2III:	-0.13	0.02
103231	K0III	-0.06	0.02
103260	K0:III	-0.42	0.01
103269	G5V:	-0.09	0.02
103275	A2V:	-0.09	0.01
103276	K0III:	-0.08	0.01
103280	K0III:	-0.05	0.02
103304	K0III:	-0.05	0.02
103321	K1III	-0.13	0.03
103330	K2III	-0.09	0.01
103331	M1V:	-0.17	0.02
103334	K0III:	-0.11	0.02
103339	K0III	-0.05	0.01
103342	K2III:	-0.08	0.01
103353	K1III	-0.06	0.01
103372	G3V	-0.65	0.02
103391	K0III:	-0.03	0.00
103392	K0III-IV	-0.07	0.00
103393	M4V:	-0.10	0.02
103407	K0/K1III:	-0.42	0.06
103425	K2III:	-0.13	0.02
103474	K5III:	-0.12	0.02
103480	G5V	-0.04	0.00
103483	K0III:	-0.08	0.01
103516	G8III	-0.05	0.01
103520	K0III/IV	-0.08	0.01
103522	G2V:	-0.28	0.01
103528	M0III	-0.05	0.01
103537	F7V	-0.57	0.01
103545	A9V	-0.03	0.01
103551	F5V:	-0.05	0.01
103553	M6/M7III	-0.69	0.08
103565	F8V:	-0.10	0.01
103570	G5V:	-0.10	0.01
103571	G0V	-0.12	0.03
103572	G2V	-0.06	0.02
103578	K1:V:	-0.17	0.03
103602	F8V:	-0.07	0.01
103611	K0V:	-0.14	0.01
103624	G5III	-0.05	0.00
103635	F4III	-0.03	0.01
103649	M0III:	-0.32	0.00
103661	K1III	-0.16	0.05
103663	F7:V:	-0.10	0.02
103675	M3III	-0.06	0.01
103678	K8V:	-0.25	0.06
103690	K0III:	-0.12	0.01
103716	K0III:	-0.12	0.03
103731	K2III:	-0.10	0.01
103736	B9V:	-0.03	0.01
103738	G8III	-0.04	0.00
103751	K0III	-0.35	0.04
103760	A0III:	-0.06	0.02
103765	K5III:	-0.25	0.02
103789	M0III:	-0.04	0.00
103794	M1III	-0.08	0.02
103799	K5III:	-0.33	0.01
103820	K5V	-0.10	0.01
103828	M3Ib-II:	-0.05	0.01
103833	G0III	-0.04	0.01
103836	K2III	-0.09	0.01
103847	K0III	-0.12	0.02
103851	M3III:	-0.13	0.01
103867	K7V	-0.08	0.02
103881	F8V:	-0.10	0.02
103896	G5V	-0.05	0.00
103904	G0V:	-0.07	0.02
103915	A2V:	-0.16	0.02
103929	K0III:	-0.04	0.01
103932	K0III:	-0.06	0.01
103933	M4.5III:	-0.37	0.01
103939	A0V:	-0.03	0.01
103954	G3Iab:	-0.09	0.00
103956	K0III	-0.03	0.01
103958	K1III	-0.09	0.01
103960	G8/K0III	-0.30	0.06
103962	G3V	-0.01	0.00
103973	K2III:	-0.18	0.02
104008	K0III:	-0.07	0.01
104010	M4III:	-0.08	0.02
104045	G5V:	-0.04	0.00
104059	M3V:	-0.10	0.01
104064	F0V:	-0.05	0.01
104076	G5V:	-0.17	0.02
104079	K7III:	-0.07	0.02
104082	K2III:	-0.19	0.01
104094	K0V:	-0.14	0.02
104124	K7V:	-0.22	0.02
104139	A1V	-0.03	0.01
104147	K2III:	-0.08	0.02
104154	G5V:	-0.15	0.02
104168	F5II/III	-0.08	0.01
104174	K2III	-0.09	0.00
104180	G5V:	-0.20	0.04
104202	K0III:	-0.15	0.01
104204	K3III	-0.01	0.00
104209	K5III:	-0.21	0.02
104214	K5V	-0.08	0.02
104225	K0V:	-0.04	0.01
104255	K0III:	-0.12	0.01
104257	K2III:	-0.10	0.02
104274	K0III:	-0.04	0.01
104276	K1III	-0.19	0.01
104279	M3III:	-0.10	0.02
104289	G8V:	-0.06	0.01
104294	G0V:	-0.03	0.01
104296	A9V	-0.03	0.01
104299	K1V	-0.01	0.00
104326	A0V	-0.01	0.00
104329	K8V:	-0.16	0.02
104346	G0V	-0.05	0.00
104358	K0III:	-0.13	0.04
104372	A0V:	-0.06	0.02
104373	K2III:	-0.30	0.03
104376	K2III:	-0.20	0.01
104384	K3:V:	-0.04	0.00
104404	A0V:	-0.10	0.01
104406	F8V:	-0.09	0.01
104408	F3V:	-0.06	0.02
104424	M4/M5III	-0.23	0.05
104426	K7V:	-0.27	0.05
104432	M3V:	-0.05	0.01
104434	K0III	-0.07	0.01
104436	G3V	-0.03	0.01
104451	M5.5-M8.8III:	-1.08	0.32
104468	G0V:	-0.07	0.01
104477	G0V:	-0.09	0.02
104488	M0V:	-0.11	0.02
104489	K5III:	-0.21	0.04
104500	F7V	-0.14	0.02
104504	G5V	-0.06	0.00
104516	B9III	-0.05	0.00
104538	A2V	-0.03	0.00
104550	K2III:	-0.16	0.02
104562	K0III:	-0.04	0.01
104575	K0III	-0.07	0.02
104597	K1III	-0.02	0.00
104606	K7V:	-0.01	0.00
104628	K0III:	-0.06	0.02
104637	F8V:	-0.06	0.01
104656	F2V:	-0.07	0.02
104661	K2III:	-0.03	0.01
104667	B9V:	-0.03	0.01
104698	K2III:	-0.12	0.03
104699	B9III:	-0.06	0.01
104711	K2III:	-0.10	0.01
104713	K0III	-0.23	0.02
104731	K2III:	-0.17	0.01
104749	A0V:	-0.02	0.00
104752	K0III	-0.06	0.00
104755	M2III	-0.03	0.00
104758	F2V:	-0.19	0.02
104763	K5III:	-0.12	0.01
104765	F0III	-0.05	0.00
104779	K0III:	-0.06	0.02
104784	K5III:	-0.08	0.02
104786	F3III	-0.04	0.00
104790	G0V:	-0.12	0.02
104791	K0III:	-0.15	0.01
104819	A0V:	-0.05	0.01
104821	K5III:	-0.06	0.02
104824	K0III	-0.08	0.01
104838	K1III	-0.10	0.01
104849	K0III:	-0.07	0.01
104856	M0V:	-0.50	0.00
104866	K5III:	-0.07	0.01
104873	K0III:	-0.10	0.01
104886	K0III:	-0.09	0.01
104914	K0III	-0.05	0.00
104919	K0III:	-0.05	0.01
104926	G5V	-0.04	0.01
104935	K5III:	-0.11	0.02
104947	K0III:	-0.09	0.02
104949	K2III:	-0.18	0.02
104958	A0V:	-0.05	0.02
104960	K2III	-0.07	0.01
104970	K0III:	-0.10	0.03
104971	F5/F6V	-0.11	0.02
104982	K0V:	-0.10	0.03
104987	G0III	-0.10	0.00
105005	K5III:	-0.05	0.01
105017	K0III	-0.05	0.01
105019	M4III:	-0.10	0.01
105029	G8V	-0.05	0.00
105033	K5V:	-0.23	0.03
105046	K0III:	-0.05	0.00
105056	K0III-IV	-0.03	0.01
105066	K0V:	-0.07	0.02
105069	K5III:	-0.29	0.03
105077	K2III:	-0.16	0.02
105090	M1/M2V	-0.07	0.02
105116	F5V:	-0.09	0.02
105125	K7V:	-0.09	0.02
105133	K2III	-0.03	0.01
105149	G1V	-0.03	0.00
105153	B9V:	-0.02	0.01
105160	G0V:	-0.08	0.02
105163	K7III:	-0.15	0.04
105172	K2III:	-0.11	0.01
105179	K5III:	-0.34	0.02
105184	G5V	-0.04	0.00
105189	G1V	-0.08	0.01
105193	M3III:	-0.11	0.01
105208	K0III:	-0.09	0.01
105216	K2III:	-0.14	0.03
105223	K0III:	-0.07	0.01
105233	K0III	-0.06	0.02
105251	F6V	-0.01	0.00
105256	K0III	-0.08	0.01
105266	K1III	-0.04	0.01
105290	G5V:	-0.07	0.01
105298	K2III:	-0.18	0.01
105303	M6III	-0.46	0.01
105317	G0V	-0.04	0.01
105327	G0V	-0.02	0.01
105350	F8V:	-0.06	0.02
105368	K7V	-0.25	0.00
105386	G3III/IV	-0.09	0.02
105411	K1III	-0.05	0.00
105433	K0III:	-0.06	0.01
105439	K0:III	-0.38	0.01
105443	K0III:	-0.11	0.02
105447	M0III:	-0.05	0.01
105451	F8V:	-0.10	0.02
105464	M3/M4III	-0.19	0.06
105479	K2III	-0.07	0.00
105483	K0V:	-0.05	0.00
105510	K2V:	-0.08	0.02
105517	G5V:	-0.25	0.02
105521	G5V:	-0.02	0.00
105544	K0III:	-0.07	0.01
105546	K2III:	-0.36	0.00
105558	K1III	-0.03	0.00
105562	M7III	-0.89	0.01
105570	A3V	-0.02	0.00
105574	M0III	-0.05	0.01
105585	G8:III:	-0.17	0.02
105599	K2III:	-0.25	0.02
105639	K5V:	-0.30	0.03
105650	B9V:	-0.02	0.01
105659	A0V:	-0.05	0.01
105660	A2V	-0.02	0.00
105679	M5V:	-0.12	0.02
105680	G0III:	-0.37	0.02
105710	K2III:	-0.09	0.01
105734	G1V	-0.05	0.02
105752	K2III:	-0.11	0.02
105758	K5III:	-0.20	0.02
105766	G5V:	-0.06	0.02
105772	K0III	-0.14	0.01
105785	K5III:	-0.09	0.02
105788	M3III	-0.08	0.02
105789	G0V	-0.02	0.00
105797	G0III:	-0.10	0.03
105801	G0V:	-0.11	0.02
105804	G8III:	-0.19	0.04
105814	K0III	-0.06	0.01
105815	K0III	-0.01	0.00
105834	K2III	-0.09	0.02
105854	K2III	-0.01	0.00
105855	G5V:	-0.09	0.00
105856	K0III	-0.01	0.00
105859	K0III:	-0.08	0.02
105866	A0V:	-0.10	0.01
105875	K2III:	-0.14	0.02
105885	M1V:	-0.07	0.02
105886	A2V:	-0.05	0.01
105888	G5V:	-0.11	0.01
105890	K5III:	-0.29	0.04
105896	K2III:	-0.20	0.02
105898	A6V:	-0.08	0.00
105905	K3V	-0.06	0.02
105923	G0V:	-0.22	0.03
105953	K1III	-0.06	0.01
105962	K0III	-0.09	0.01
105964	K2III	-0.09	0.02
105978	K0III	-0.11	0.01
105991	K0III	-0.08	0.01
105998	K0III	-0.03	0.01
106013	K1III	-0.10	0.01
106014	K2III:	-0.08	0.02
106020	K0III:	-0.08	0.02
106033	K3III	-0.05	0.02
106039	K0III	-0.14	0.03
106044	M5III	-0.25	0.02
106046	G5V:	-0.02	0.00
106062	M4III	-0.34	0.01
106064	K5III:	-0.06	0.01
106065	K2III	-0.06	0.00
106072	M0V:	-0.09	0.03
106077	M4III	-0.42	0.04
106080	G5V:	-0.07	0.02
106081	K2III	-0.11	0.00
106093	K0III	-0.07	0.00
106096	K0III	-0.09	0.02
106133	K0III:	-0.05	0.01
106156	F8V:	-0.08	0.02
106157	G0V:	-0.08	0.02
106159	K0III	-0.03	0.01
106168	G0V:	-0.09	0.02
106170	A1V	-0.05	0.01
106173	G0V:	-0.13	0.02
106177	K7V:	-0.21	0.00
106204	K7V	-0.05	0.00
106221	K0III:	-0.11	0.02
106230	K0V:	-0.13	0.01
106231	K8V:	-0.27	0.02
106249	F5V:	-0.08	0.02
106252	K0III:	-0.08	0.02
106256	K0III:	-0.07	0.01
106260	K0III:	-0.05	0.01
106274	F5V:	-0.11	0.02
106293	A0III:	-0.02	0.01
106294	F5V:	-0.12	0.01
106306	G8Ib	-0.08	0.01
106332	K2III:	-0.20	0.02
106333	F0V:	-0.08	0.02
106335	K3V	-0.03	0.01
106342	K0III	-0.11	0.01
106360	M4III	-0.11	0.02
106361	K5III:	-0.09	0.02
106362	F0V:	-0.07	0.02
106363	A7V	-0.01	0.00
106393	A0V	-0.02	0.00
106406	K1III	-0.08	0.01
106407	K2V:	-0.10	0.01
106409	A1III	-0.07	0.00
106425	K5III:	-0.07	0.01
106428	G1V	-0.04	0.00
106449	K5V	-0.14	0.02
106452	G3V	-0.06	0.01
106481	G8III	-0.04	0.00
106483	K1III	-0.02	0.01
106499	K5III:	-0.12	0.02
106500	K1III	-0.02	0.00
106505	K7V:	-0.08	0.02
106508	A0V:	-0.08	0.00
106513	G0V:	-0.05	0.02
106516	F5V:	-0.07	0.01
106534	K7V:	-0.07	0.00
106541	K2II/III	-0.04	0.01
106543	G3IV/V	-0.07	0.02
106544	M3III:	-0.25	0.02
106551	K1III	-0.02	0.00
106554	K0III:	-0.04	0.01
106559	F5V	-0.02	0.01
106560	G3V	-0.03	0.01
106564	B8III	-0.01	0.00
106588	G5V:	-0.04	0.01
106590	K1III	-0.01	0.00
106618	K0III	-0.08	0.01
106632	G5V:	-0.09	0.03
106642	M4/M6III	-0.48	0.11
106652	M5III:	-0.42	0.03
106666	K0III:	-0.13	0.01
106677	K2III:	-0.10	0.02
106685	K0III/IV	-0.11	0.01
106696	K2V	-0.03	0.01
106706	K7III:	-0.22	0.04
106719	K0III	-0.04	0.01
106720	K0III:	-0.08	0.01
106736	F8V:	-0.11	0.02
106743	K0/K1III:	-0.19	0.04
106745	G0V:	-0.04	0.01
106786	A7V	-0.04	0.01
106803	M2V:	-0.07	0.02
106804	G5V:	-0.03	0.01
106809	G8III/IV	-0.04	0.01
106814	A0V:	-0.02	0.00
106837	G0V:	-0.10	0.02
106842	K5III:	-0.29	0.07
106857	K2III:	-0.10	0.03
106861	G2/G3V	-0.10	0.03
106862	K0III:	-0.08	0.02
106865	K2III:	-0.19	0.02
106868	G5V	-0.04	0.00
106897	F2V	-0.04	0.01
106915	F8V:	-0.06	0.02
106917	B7III	-0.12	0.02
106963	K5III:	-0.44	0.03
106968	K1III	-0.08	0.01
106981	A7V	-0.10	0.02
106988	A0V:	-0.05	0.00
106997	G3V	-0.07	0.02
107010	G2V-VI	-0.09	0.01
107018	G5V	-0.02	0.00
107024	K5III:	-0.14	0.02
107025	K5III:	-0.14	0.01
107031	K7V:	-0.15	0.00
107036	M6-M8III:	-0.63	0.19
107039	G0V	-0.02	0.00
107048	K5III:	-0.22	0.02
107054	M5III	-0.28	0.02
107069	K0V:	-0.32	0.02
107070	G8V	-0.05	0.01
107075	K0III	-0.03	0.01
107086	K0III:	-0.06	0.02
107089	K0III	-0.02	0.00
107115	K1III	-0.13	0.02
107121	K5III:	-0.25	0.02
107122	K0III	-0.06	0.00
107123	B3V:	-0.09	0.02
107125	G0V:	-0.04	0.01
107128	K0III	-0.04	0.00
107131	K5III:	-0.08	0.02
107137	K0III	-0.05	0.02
107138	K0III:	-0.08	0.02
107140	M4.5III:	-0.34	0.01
107142	K2III:	-0.09	0.02
107143	K5V	-0.10	0.02
107156	K5V	-0.75	0.04
107158	K5III:	-0.29	0.04
107169	K0III:	-0.11	0.02
107184	K0III:	-0.06	0.01
107196	M7III:	-0.57	0.05
107198	G8Ib-II	-0.07	0.01
107229	K0III:	-0.09	0.02
107247	K1III	-0.09	0.02
107248	K0III	-0.08	0.01
107266	F8V:	-0.08	0.02
107298	G5V:	-0.25	0.02
107305	G3V	-0.04	0.00
107314	K0V	-0.03	0.01
107321	A0V:	-0.07	0.02
107331	F0V:	-0.04	0.00
107339	F5V:	-0.03	0.01
107340	K2III:	-0.20	0.02
107377	G3V	-0.04	0.01
107381	G5V:	-0.04	0.01
107415	K1III	-0.08	0.03
107432	A0V:	-0.06	0.01
107437	K0III:	-0.05	0.01
107479	K2III/IV	-0.03	0.00
107495	A0V:	-0.06	0.00
107502	K3III:	-0.08	0.01
107510	K2III:	-0.10	0.01
107513	K2III:	-0.11	0.02
107516	M8III	-0.82	0.02
107517	A1V	-0.02	0.00
107519	A0V:	-0.04	0.01
107520	K7III:	-0.23	0.02
107542	K3III	-0.14	0.02
107546	K2III:	-0.24	0.02
107558	F3V	-0.03	0.01
107568	K0III:	-0.06	0.01
107571	M6III:	-0.40	0.06
107574	K5III:	-0.31	0.03
107578	K5/M0III	-0.35	0.07
107583	K2III:	-0.08	0.02
107587	K5:V:	-0.09	0.00
107591	K7V:	-0.16	0.02
107593	K0III	-0.05	0.01
107597	K5III:	-0.43	0.05
107607	G0V:	-0.03	0.00
107615	K2III:	-0.14	0.02
107618	G3/G5V	-0.05	0.02
107625	K3V	-0.03	0.00
107646	K0III:	-0.09	0.02
107649	G2V	-0.03	0.00
107662	K0III:	-0.10	0.03
107685	K0Ib/II	-0.07	0.01
107687	K0III:	-0.08	0.02
107690	B9V	-0.01	0.00
107692	F8V:	-0.05	0.01
107707	K5III:	-0.22	0.01
107711	M6V:	-0.12	0.02
107712	G5V:	-0.18	0.01
107726	K0III:	-0.12	0.01
107745	M5III	-0.36	0.02
107753	K2III:	-0.07	0.01
107763	A1V	-0.01	0.00
107773	K1III	-0.09	0.00
107775	K0III	-0.02	0.00
107778	K0III	-0.10	0.02
107791	K0III:	-0.09	0.01
107809	K7III:	-0.09	0.00
107811	K2III:	-0.15	0.03
107822	K0V:	-0.03	0.01
107826	K0III	-0.04	0.01
107830	G8III/IV	-0.07	0.01
107835	M0III	-0.19	0.00
107841	G0V:	-0.16	0.01
107845	M3III	-0.08	0.02
107866	K0III:	-0.07	0.01
107870	F8V:	-0.08	0.03
107873	G0V	-0.10	0.02
107880	K0III:	-0.10	0.01
107886	K0III:	-0.12	0.01
107895	K2V:	-0.06	0.02
107914	K0III:	-0.03	0.01
107916	G5V:	-0.11	0.02
107924	K7V:	-0.17	0.02
107928	K0III	-0.05	0.01
107941	K2V:	-0.03	0.00
107951	K0III:	-0.11	0.01
107956	M8III	-0.69	0.02
107962	A0V:	-0.04	0.00
107964	K0III:	-0.03	0.01
107967	K0III:	-0.05	0.01
107971	K1III-IV	-0.08	0.01
107987	G5V:	-0.12	0.02
107994	K5V:	-0.15	0.01
107997	K0III:	-0.11	0.01
108014	G0V:	-0.03	0.01
108018	K0III:	-0.04	0.01
108020	K7V:	-0.09	0.02
108029	K0III:	-0.04	0.01
108065	K0/K1III	-0.34	0.04
108068	G5V	-0.02	0.01
108071	G5V:	-0.16	0.02
108092	M2V:	-0.16	0.01
108095	G1/G2V	-0.09	0.02
108102	K2III	-0.01	0.00
108103	G3V	-0.02	0.00
108119	K0III	-0.09	0.00
108121	G5V:	-0.11	0.02
108128	M4III	-0.17	0.02
108130	F8V:	-0.13	0.03
108132	G6:III:	-0.18	0.01
108133	M3III:	-0.20	0.01
108154	K0V:	-0.11	0.02
108170	K2V:	-0.07	0.02
108179	K0III:	-0.07	0.01
108192	M5III	-0.25	0.02
108193	G6V	-0.03	0.00
108212	K1III	-0.07	0.01
108218	K0III	-0.05	0.01
108219	M3III	-0.12	0.03
108231	G0V:	-0.07	0.02
108236	M3III	-0.17	0.02
108241	K1V	-0.01	0.00
108272	K0III:	-0.05	0.01
108298	M3III:	-0.14	0.03
108299	G5V:	-0.12	0.03
108317	M2III:	-0.06	0.01
108329	F5IV-V	-0.05	0.01
108331	K0III:	-0.09	0.01
108342	G5V:	-0.06	0.00
108375	G2V:	-0.06	0.01
108382	A0V:	-0.03	0.00
108385	K3III	-0.07	0.01
108398	K5III:	-0.29	0.01
108400	G0V:	-0.05	0.01
108408	G0V:	-0.07	0.02
108435	K2III:	-0.05	0.01
108452	K3III	-0.13	0.04
108468	G5/G6V	-0.05	0.01
108474	G1V	-0.06	0.02
108475	F5V	-0.05	0.01
108496	K0V:	-0.02	0.00
108497	K1III	-0.08	0.02
108498	K2III:	-0.13	0.01
108500	F8V:	-0.08	0.02
108543	K1II/III	-0.11	0.00
108547	K3III	-0.05	0.02
108549	K2III:	-0.14	0.02
108561	K5III:	-0.21	0.05
108563	A0V:	-0.04	0.01
108570	F0V:	-0.04	0.01
108587	K0III:	-0.17	0.04
108594	M2V:	-0.07	0.02
108618	F8V:	-0.08	0.02
108621	K5III:	-0.09	0.01
108623	G5V:	-0.26	0.08
108624	G3V	-0.03	0.00
108639	K0III	-0.34	0.01
108669	K4V:	-0.09	0.01
108671	F8V:	-0.09	0.02
108677	G5V:	-0.20	0.02
108681	K2III	-0.10	0.00
108691	K4III:	-0.10	0.00
108693	F4III	-0.07	0.01
108698	G0V	-0.01	0.00
108699	K5III	-0.01	0.00
108702	F6V	-0.07	0.00
108718	K2III:	-0.06	0.01
108723	K2III	-0.07	0.01
108725	F5III	-0.06	0.02
108756	K0V:	-0.09	0.03
108784	K0III	-0.03	0.00
108791	F5V:	-0.08	0.02
108814	A0V:	-0.03	0.01
108815	G5V:	-0.14	0.02
108837	K5III:	-0.41	0.01
108860	K3V:	-0.05	0.01
108868	K0III	-0.07	0.00
108869	M5III	-0.40	0.01
108870	K5V	-0.09	0.02
108881	K0III:	-0.07	0.02
108905	K7V:	-0.10	0.01
108915	G6V	-0.06	0.00
108924	M5III	-0.24	0.01
108939	K0III:	-0.13	0.01
108944	K0III	-0.08	0.01
108950	G8/K0III	-0.26	0.05
108963	K0III:	-0.09	0.01
108973	F8V:	-0.09	0.02
108978	K0III	-0.08	0.01
108980	G5V:	-0.18	0.02
108982	M5III	-0.43	0.02
108985	G2V	-0.07	0.02
108995	G8/K0III	-0.44	0.07
109006	K1III	-0.12	0.04
109008	A0V:	-0.02	0.00
109009	M2.5III:	-0.11	0.01
109011	F8V:	-0.15	0.03
109033	M4III	-0.10	0.02
109039	K2III:	-0.20	0.02
109070	M7III:	-0.79	0.03
109086	G5V:	-0.11	0.02
109088	K0III:	-0.12	0.03
109094	K2III	-0.14	0.01
109096	K0Ib	-0.27	0.01
109111	M0III	-0.22	0.06
109116	G0V	-0.05	0.02
109123	K0III:	-0.07	0.02
109124	A0III	-0.09	0.01
109131	K7III:	-0.39	0.03
109163	K2III:	-0.06	0.01
109199	G8III/IV	-0.05	0.01
109209	F2V:	-0.02	0.01
109215	G5III:	-0.27	0.07
109218	B9V:	-0.02	0.00
109226	K0III:	-0.14	0.01
109228	K0III/IV	-0.08	0.00
109262	K7V:	-0.09	0.01
109279	K0III:	-0.09	0.02
109282	M3III	-0.16	0.01
109303	K2III	-0.43	0.01
109307	G0V:	-0.10	0.02
109309	K5III:	-0.34	0.03
109330	K0V	-0.02	0.00
109334	K2III	-0.08	0.02
109335	K0V:	-0.41	0.05
109337	K0III:	-0.05	0.01
109338	G5III:	-0.04	0.01
109365	K0III	-0.06	0.01
109368	K5V:	-0.19	0.01
109381	G5V	-0.02	0.00
109400	G8III	-0.01	0.00
109403	K3V:	-0.08	0.02
109413	G0V:	-0.06	0.02
109432	K2III:	-0.16	0.02
109437	M4III	-0.16	0.01
109442	A1V	-0.02	0.00
109457	K5III:	-0.18	0.04
109458	A3III	-0.02	0.00
109461	K3V	-0.06	0.01
109466	K0III-IV	-0.05	0.00
109473	F8V:	-0.16	0.01
109477	K2III	-0.02	0.00
109500	G3/G5V	-0.07	0.02
109520	K2III:	-0.05	0.02
109524	K5III:	-0.33	0.02
109544	K0III	-0.14	0.02
109545	K0III:	-0.08	0.02
109555	M2V:	-0.02	0.00
109577	K1III	-0.16	0.00
109580	M3III	-0.11	0.03
109582	F0V:	-0.12	0.02
109584	K0III	-0.03	0.00
109601	M0V:	-0.23	0.01
109604	K2III:	-0.09	0.02
109621	K2III	-0.17	0.02
109631	K0III	-0.08	0.00
109640	K0III	-0.04	0.01
109654	K2III	-0.06	0.00
109657	G5V:	-0.46	0.01
109666	M2/M3III	-0.12	0.02
109675	G1/G2V	-0.04	0.01
109680	G6III/IV	-0.07	0.00
109681	K5III:	-0.08	0.02
109688	K5III:	-0.15	0.02
109709	K5III:	-0.08	0.02
109716	K2III:	-0.19	0.02
