n_side = 18
¹	l			b			n	k		mad_k	k(mnk)	sigma_k	ave		sigma_ave
27	1,374447	1,389103	29	-0,00	0,37	0,10	0,06	0,04	0,14
28	1,767146	1,389103	35	0,06	0,37	0,03	0,02	-0,03	0,17
29	2,159845	1,389103	23	0,14	0,44	0,13	0,07	-0,01	0,14
30	2,552544	1,389103	23	0,09	0,20	0,03	0,02	0,01	0,09
31	2,945243	1,389103	26	0,03	0,23	0,01	0,04	0,02	0,12
32	3,337942	1,389103	26	0,20	0,24	0,13	0,02	0,05	0,08
33	3,730641	1,389103	26	0,14	0,20	0,04	0,01	0,05	0,08
34	4,123340	1,389103	20	-0,04	0,24	-0,00	0,02	-0,01	0,06
35	4,516039	1,389103	32	0,07	0,47	0,03	0,03	0,02	0,13
36	4,908739	1,389103	26	0,32	0,30	0,04	0,04	0,04	0,09
37	5,301438	1,389103	29	0,05	0,43	0,01	0,03	0,00	0,10
38	5,694137	1,389103	26	0,04	0,66	0,06	0,02	0,06	0,17
39	6,086836	1,389103	21	0,17	0,38	0,33	0,08	0,07	0,16
40	0,157080	1,343503	30	0,43	0,45	-0,01	0,01	0,05	0,17
41	0,471239	1,343503	25	0,35	0,26	0,25	0,06	0,06	0,12
42	0,785398	1,343503	28	0,04	0,25	-0,01	0,02	-0,00	0,14
43	1,099557	1,343503	29	0,11	0,28	0,05	0,05	0,01	0,12
44	1,413717	1,343503	23	0,10	0,25	0,03	0,05	-0,04	0,20
45	1,727876	1,343503	27	-0,04	0,57	0,04	0,09	-0,03	0,15
46	2,042035	1,343503	23	0,15	0,25	0,04	0,02	0,05	0,12
47	2,356194	1,343503	36	0,07	0,28	0,06	0,04	-0,02	0,17
48	2,670354	1,343503	25	0,12	0,19	0,06	0,03	0,05	0,10
49	2,984513	1,343503	24	-0,02	0,23	0,05	0,03	0,02	0,09
50	3,298672	1,343503	25	0,00	0,17	0,00	0,00	0,02	0,08
51	3,612832	1,343503	23	0,13	0,31	0,08	0,04	0,04	0,11
52	3,926991	1,343503	17	0,26	0,32	0,10	0,05	0,02	0,09
53	4,241150	1,343503	20	0,07	0,74	-0,27	0,02	-0,05	0,31
54	4,555309	1,343503	26	-0,04	0,32	0,10	0,04	-0,03	0,20
55	4,869469	1,343503	27	-0,02	0,37	0,06	0,04	0,02	0,11
56	5,183628	1,343503	27	0,09	0,37	0,04	0,03	0,03	0,11
57	5,497787	1,343503	19	0,14	0,18	0,10	0,04	0,02	0,06
58	5,811946	1,343503	22	0,41	0,28	0,02	0,01	0,11	0,14
59	6,126106	1,343503	22	-0,07	0,39	0,16	0,08	0,02	0,11
60	0,130900	1,297784	22	0,27	0,34	0,21	0,10	0,09	0,17
61	0,392699	1,297784	25	0,25	0,26	0,01	0,01	0,08	0,15
62	0,654498	1,297784	20	0,13	0,33	0,11	0,05	0,03	0,15
63	0,916298	1,297784	26	0,01	0,39	0,07	0,02	0,03	0,15
64	1,178097	1,297784	26	0,12	0,16	0,01	0,04	0,02	0,10
65	1,439897	1,297784	24	-0,19	0,46	0,00	0,01	-0,02	0,14
66	1,701696	1,297784	28	0,02	0,30	0,03	0,02	0,01	0,14
67	1,963495	1,297784	19	0,23	0,57	0,11	0,06	0,09	0,19
68	2,225295	1,297784	25	0,12	0,22	0,02	0,01	0,02	0,08
69	2,487094	1,297784	30	0,01	0,17	0,04	0,02	0,02	0,10
70	2,748894	1,297784	22	-0,10	0,23	0,01	0,06	-0,03	0,12
71	3,010693	1,297784	23	0,14	0,34	0,09	0,04	0,02	0,08
72	3,272492	1,297784	20	0,21	0,30	0,07	0,05	-0,00	0,16
73	3,534292	1,297784	17	0,05	0,19	0,01	0,04	0,04	0,11
74	3,796091	1,297784	25	0,38	0,38	0,12	0,08	0,06	0,12
75	4,057891	1,297784	19	0,08	0,34	-0,01	0,01	0,04	0,15
76	4,319690	1,297784	16	0,12	0,41	0,01	0,02	0,01	0,08
77	4,581489	1,297784	17	0,03	0,12	0,02	0,05	0,01	0,09
78	4,843289	1,297784	24	0,05	0,42	0,00	0,04	0,03	0,13
79	5,105088	1,297784	25	0,12	0,61	0,09	0,07	0,04	0,12
80	5,366887	1,297784	26	0,12	0,40	0,06	0,05	0,02	0,10
81	5,628687	1,297784	23	0,10	0,49	0,00	0,01	0,02	0,11
82	5,890486	1,297784	22	0,16	0,24	0,05	0,04	0,05	0,09
83	6,152286	1,297784	21	0,00	0,28	0,04	0,07	0,01	0,09
84	0,112200	1,251921	27	0,23	0,20	0,10	0,02	0,09	0,15
85	0,336599	1,251921	29	0,57	0,21	0,52	0,06	0,12	0,16
86	0,560999	1,251921	24	0,06	0,22	0,05	0,03	0,01	0,10
87	0,785398	1,251921	18	-0,07	0,81	-0,00	0,01	0,02	0,12
88	1,009798	1,251921	24	-0,07	0,71	-0,00	0,02	0,02	0,19
89	1,234197	1,251921	28	-0,02	0,30	0,01	0,02	-0,04	0,19
90	1,458597	1,251921	31	-0,07	0,31	-0,05	0,05	-0,02	0,28
91	1,682996	1,251921	23	-0,15	0,42	0,10	0,06	-0,01	0,17
92	1,907396	1,251921	27	-0,08	0,40	-0,05	0,08	-0,07	0,16
93	2,131795	1,251921	24	0,02	0,19	0,00	0,00	0,02	0,07
94	2,356194	1,251921	21	0,19	0,38	0,00	0,00	0,04	0,11
95	2,580594	1,251921	31	0,28	0,26	0,00	0,01	0,04	0,11
96	2,804993	1,251921	30	0,00	0,26	-0,00	0,01	-0,01	0,08
97	3,029393	1,251921	20	0,04	0,24	0,01	0,01	-0,01	0,11
98	3,253792	1,251921	17	0,25	0,38	0,08	0,06	0,04	0,09
99	3,478192	1,251921	23	0,31	0,37	0,28	0,07	0,05	0,11
100	3,702591	1,251921	23	-0,02	0,27	0,01	0,01	0,03	0,14
101	3,926991	1,251921	19	0,06	0,34	0,05	0,06	0,01	0,10
102	4,151390	1,251921	26	0,27	0,29	0,10	0,05	0,05	0,11
103	4,375790	1,251921	29	0,32	0,43	0,12	0,07	0,06	0,16
104	4,600189	1,251921	24	0,07	0,22	0,06	0,01	0,04	0,11
105	4,824589	1,251921	24	0,25	0,24	0,03	0,03	0,06	0,12
106	5,048988	1,251921	20	-0,06	0,62	0,12	0,06	-0,02	0,14
107	5,273388	1,251921	23	0,06	0,56	0,06	0,04	0,05	0,15
108	5,497787	1,251921	21	0,09	0,38	0,12	0,09	-0,01	0,11
109	5,722187	1,251921	21	0,09	0,37	-0,12	0,02	-0,03	0,16
110	5,946586	1,251921	20	-0,08	0,29	-0,11	0,07	-0,01	0,11
111	6,170986	1,251921	29	-0,02	0,47	-0,02	0,04	-0,01	0,12
112	0,098175	1,205888	31	0,31	0,47	0,00	0,01	0,05	0,12
113	0,294524	1,205888	18	0,32	0,36	0,29	0,12	0,03	0,19
114	0,490874	1,205888	18	-0,58	0,89	-0,18	0,14	-0,12	0,23
115	0,687223	1,205888	22	-0,01	0,26	0,08	0,04	0,02	0,11
116	0,883573	1,205888	25	0,29	0,23	0,00	0,00	0,01	0,16
117	1,079922	1,205888	30	-0,22	0,78	0,05	0,10	-0,06	0,18
118	1,276272	1,205888	29	-0,29	0,47	0,02	0,02	-0,05	0,10
119	1,472622	1,205888	24	0,01	0,28	0,03	0,05	0,01	0,12
120	1,668971	1,205888	17	-0,02	0,70	0,08	0,05	0,01	0,14
121	1,865321	1,205888	28	-0,05	0,28	0,01	0,02	0,01	0,08
122	2,061670	1,205888	22	-0,06	0,33	0,04	0,07	-0,06	0,30
123	2,258020	1,205888	23	0,03	0,15	0,04	0,04	0,02	0,11
124	2,454369	1,205888	26	-0,04	0,23	0,02	0,01	0,00	0,08
125	2,650719	1,205888	28	0,04	0,15	0,00	0,02	-0,02	0,15
126	2,847068	1,205888	28	0,06	0,27	0,02	0,05	0,01	0,10
127	3,043418	1,205888	33	0,17	0,39	0,04	0,07	0,00	0,11
128	3,239767	1,205888	24	0,23	0,35	0,01	0,03	0,05	0,12
129	3,436117	1,205888	20	-0,00	0,26	0,06	0,05	0,01	0,08
130	3,632467	1,205888	25	0,37	0,39	0,27	0,06	0,07	0,11
131	3,828816	1,205888	19	0,04	0,22	-0,00	0,00	0,01	0,13
132	4,025166	1,205888	19	0,26	0,46	0,06	0,05	0,03	0,09
133	4,221515	1,205888	19	-0,03	0,37	-0,00	0,06	0,01	0,17
134	4,417865	1,205888	23	-0,13	0,33	-0,27	0,05	-0,03	0,12
135	4,614214	1,205888	30	0,22	0,37	-0,02	0,01	0,04	0,12
136	4,810564	1,205888	15	0,90	0,55	0,06	0,06	0,10	0,10
137	5,006913	1,205888	23	0,18	0,17	0,02	0,04	-0,02	0,20
138	5,203263	1,205888	23	-0,09	0,58	0,18	0,11	-0,03	0,22
139	5,399612	1,205888	19	0,34	0,39	0,00	0,00	0,04	0,26
140	5,595962	1,205888	24	0,15	0,36	0,18	0,05	0,04	0,12
141	5,792311	1,205888	25	0,20	0,76	0,19	0,05	0,02	0,14
142	5,988661	1,205888	24	0,10	0,34	0,05	0,06	0,02	0,12
143	6,185011	1,205888	31	0,10	0,48	-0,03	0,01	0,00	0,12
144	0,087266	1,159658	21	0,42	0,30	0,26	0,09	0,10	0,18
145	0,261799	1,159658	26	0,04	0,25	-0,01	0,05	-0,01	0,08
146	0,436332	1,159658	21	0,09	0,40	-0,01	0,04	-0,01	0,14
147	0,610865	1,159658	11	0,05	0,15	0,13	0,04	-0,00	0,10
148	0,785398	1,159658	26	0,26	0,27	0,17	0,04	0,07	0,14
149	0,959931	1,159658	14	0,09	0,32	-0,02	0,10	-0,03	0,22
150	1,134464	1,159658	24	-0,23	0,80	0,03	0,13	-0,05	0,19
151	1,308997	1,159658	22	0,06	0,43	0,11	0,09	0,03	0,15
152	1,483530	1,159658	15	-0,19	0,47	0,07	0,04	-0,05	0,19
153	1,658063	1,159658	19	0,19	0,20	0,04	0,02	0,06	0,07
154	1,832596	1,159658	21	0,07	0,50	0,02	0,13	-0,04	0,20
155	2,007129	1,159658	29	-0,14	0,59	0,17	0,05	0,02	0,17
156	2,181662	1,159658	29	0,13	0,30	-0,01	0,04	0,05	0,19
157	2,356194	1,159658	23	0,01	0,20	0,04	0,04	-0,01	0,13
158	2,530727	1,159658	23	0,27	0,59	0,17	0,05	0,05	0,10
159	2,705260	1,159658	20	0,23	0,34	0,05	0,04	0,02	0,09
160	2,879793	1,159658	32	0,43	0,35	0,36	0,06	0,08	0,12
161	3,054326	1,159658	22	0,02	0,46	-0,08	0,07	-0,02	0,14
162	3,228859	1,159658	24	0,02	0,56	0,03	0,06	0,02	0,14
163	3,403392	1,159658	20	0,16	0,14	0,06	0,02	0,06	0,09
164	3,577925	1,159658	18	0,11	0,34	0,01	0,00	0,03	0,11
165	3,752458	1,159658	18	0,21	0,30	0,06	0,07	0,04	0,08
166	3,926991	1,159658	21	0,43	0,29	0,48	0,07	0,12	0,15
167	4,101524	1,159658	23	0,58	0,41	0,02	0,03	0,07	0,08
168	4,276057	1,159658	22	-0,21	0,58	-0,01	0,11	0,01	0,14
169	4,450590	1,159658	21	0,12	0,27	0,04	0,08	-0,04	0,18
170	4,625123	1,159658	19	0,12	0,54	0,11	0,03	0,03	0,17
171	4,799655	1,159658	19	0,00	0,46	-0,04	0,07	0,01	0,09
172	4,974188	1,159658	26	0,23	0,39	0,13	0,02	0,06	0,09
173	5,148721	1,159658	20	-0,11	0,41	-0,11	0,06	0,01	0,13
174	5,323254	1,159658	18	0,23	0,68	0,12	0,05	0,06	0,14
175	5,497787	1,159658	17	0,27	0,36	0,10	0,04	0,06	0,10
176	5,672320	1,159658	18	0,27	0,48	0,05	0,04	0,04	0,14
177	5,846853	1,159658	21	0,04	0,48	-0,13	0,02	-0,02	0,17
178	6,021386	1,159658	27	0,05	0,57	-0,12	0,06	-0,04	0,27
179	6,195919	1,159658	17	0,25	0,67	0,26	0,07	0,05	0,09
180	0,078540	1,113205	20	0,42	0,47	-0,05	0,08	0,03	0,11
181	0,235619	1,113205	24	0,08	0,30	0,06	0,04	0,01	0,09
182	0,392699	1,113205	27	-0,02	0,40	0,09	0,02	-0,00	0,12
183	0,549779	1,113205	23	0,10	0,34	0,13	0,04	0,02	0,14
184	0,706858	1,113205	24	0,12	0,60	-0,06	0,04	0,03	0,15
185	0,863938	1,113205	26	0,30	0,31	0,01	0,02	0,03	0,15
186	1,021018	1,113205	20	0,39	0,16	0,25	0,08	0,06	0,10
187	1,178097	1,113205	27	0,13	0,28	0,03	0,02	0,04	0,14
188	1,335177	1,113205	18	0,36	0,27	0,13	0,03	0,08	0,11
189	1,492257	1,113205	19	0,08	0,15	0,06	0,02	0,01	0,08
190	1,649336	1,113205	28	0,12	0,30	0,03	0,02	0,03	0,21
191	1,806416	1,113205	35	-0,00	0,44	-0,20	0,06	-0,02	0,12
192	1,963495	1,113205	26	-0,36	0,45	-0,06	0,03	-0,04	0,13
193	2,120575	1,113205	28	-0,08	0,49	-0,11	0,06	-0,05	0,16
194	2,277655	1,113205	25	0,58	0,69	0,34	0,08	0,10	0,14
195	2,434734	1,113205	27	0,01	0,27	0,02	0,03	0,01	0,12
196	2,591814	1,113205	23	0,07	0,33	0,17	0,07	0,02	0,11
197	2,748894	1,113205	22	0,19	0,30	0,17	0,04	0,06	0,11
198	2,905973	1,113205	30	0,26	0,38	0,10	0,05	0,04	0,11
199	3,063053	1,113205	25	-0,00	0,37	0,01	0,05	0,03	0,11
200	3,220132	1,113205	18	-0,03	0,27	0,04	0,05	0,01	0,09
201	3,377212	1,113205	24	0,12	0,26	0,01	0,01	0,04	0,09
202	3,534292	1,113205	21	0,16	0,47	0,11	0,05	0,01	0,11
203	3,691371	1,113205	19	0,19	0,43	-0,14	0,05	0,01	0,12
204	3,848451	1,113205	22	0,48	0,41	0,32	0,06	0,08	0,11
205	4,005531	1,113205	16	0,34	0,46	-0,01	0,04	0,09	0,13
206	4,162610	1,113205	20	0,10	0,27	0,00	0,02	0,01	0,10
207	4,319690	1,113205	20	-0,11	0,44	0,07	0,06	-0,03	0,13
208	4,476770	1,113205	17	-0,09	1,09	0,08	0,12	-0,08	0,34
209	4,633849	1,113205	24	0,09	0,48	-0,05	0,01	-0,02	0,12
210	4,790929	1,113205	21	0,06	0,35	0,04	0,06	0,01	0,11
211	4,948008	1,113205	17	0,18	0,52	-0,00	0,07	0,03	0,09
212	5,105088	1,113205	14	0,58	0,80	0,27	0,19	0,05	0,11
213	5,262168	1,113205	20	0,13	0,30	0,06	0,03	0,04	0,11
214	5,419247	1,113205	14	0,05	0,19	0,03	0,02	0,01	0,06
215	5,576327	1,113205	20	-0,22	0,28	-0,00	0,07	0,02	0,13
216	5,733407	1,113205	21	0,36	0,42	0,14	0,06	0,12	0,15
217	5,890486	1,113205	19	0,60	0,40	0,01	0,01	0,07	0,13
218	6,047566	1,113205	23	0,25	0,40	0,04	0,05	0,03	0,11
219	6,204645	1,113205	17	0,43	0,34	0,56	0,09	0,07	0,19
220	0,071400	1,066499	25	0,00	0,43	0,04	0,04	0,02	0,11
221	0,214199	1,066499	29	0,15	0,41	-0,01	0,04	-0,01	0,13
222	0,356999	1,066499	27	-0,15	0,63	-0,00	0,00	-0,03	0,12
223	0,499799	1,066499	20	0,05	0,60	0,14	0,10	0,04	0,14
224	0,642598	1,066499	24	0,22	0,34	0,17	0,07	0,04	0,10
225	0,785398	1,066499	22	0,11	0,43	0,19	0,05	0,08	0,16
226	0,928198	1,066499	22	0,01	0,41	0,04	0,03	-0,03	0,27
227	1,070997	1,066499	19	0,35	0,50	0,13	0,04	0,07	0,11
228	1,213797	1,066499	22	0,40	0,40	0,05	0,04	0,07	0,10
229	1,356597	1,066499	23	0,24	0,30	0,01	0,02	0,05	0,08
230	1,499396	1,066499	19	0,38	0,39	0,11	0,07	0,07	0,10
231	1,642196	1,066499	32	0,12	0,41	0,18	0,05	0,04	0,15
232	1,784996	1,066499	26	0,08	0,25	0,05	0,05	-0,02	0,14
233	1,927795	1,066499	23	-0,08	0,25	-0,11	0,03	-0,09	0,20
234	2,070595	1,066499	19	0,00	0,23	-0,10	0,08	-0,01	0,11
235	2,213395	1,066499	27	-0,11	0,56	-0,05	0,04	-0,06	0,23
236	2,356194	1,066499	31	0,08	0,29	-0,03	0,05	0,01	0,16
237	2,498994	1,066499	23	0,13	0,29	0,02	0,03	0,02	0,09
238	2,641794	1,066499	31	0,14	0,69	0,09	0,07	0,01	0,29
239	2,784593	1,066499	20	0,46	0,45	0,10	0,06	0,06	0,11
240	2,927393	1,066499	31	0,20	0,39	0,21	0,09	0,07	0,19
241	3,070193	1,066499	25	0,32	0,21	0,21	0,03	0,07	0,07
242	3,212992	1,066499	28	0,28	0,33	0,01	0,02	0,04	0,08
243	3,355792	1,066499	21	0,26	0,53	0,06	0,04	0,08	0,17
244	3,498592	1,066499	26	0,13	0,53	0,02	0,05	0,01	0,12
245	3,641391	1,066499	18	0,20	0,18	0,04	0,02	0,06	0,12
246	3,784191	1,066499	19	0,13	0,49	0,00	0,02	-0,02	0,22
247	3,926991	1,066499	19	0,17	0,38	-0,08	0,05	0,02	0,12
248	4,069790	1,066499	22	-0,07	0,14	-0,03	0,04	-0,01	0,14
249	4,212590	1,066499	20	-0,20	0,27	-0,17	0,07	-0,06	0,10
250	4,355390	1,066499	15	0,19	0,35	0,20	0,06	0,06	0,15
251	4,498189	1,066499	15	0,43	0,53	-0,04	0,04	0,03	0,13
252	4,640989	1,066499	21	0,29	0,28	0,06	0,03	0,05	0,07
253	4,783789	1,066499	14	0,82	0,78	0,11	0,07	0,15	0,14
254	4,926588	1,066499	20	0,02	0,42	-0,06	0,05	0,01	0,20
255	5,069388	1,066499	22	-0,10	0,32	0,05	0,06	0,02	0,13
256	5,212188	1,066499	17	0,57	0,38	0,13	0,04	0,09	0,11
257	5,354987	1,066499	20	0,12	0,37	0,05	0,05	0,03	0,09
258	5,497787	1,066499	11	0,23	0,19	0,04	0,02	-0,01	0,27
259	5,640587	1,066499	18	-0,05	0,56	0,01	0,05	-0,02	0,08
260	5,783386	1,066499	16	0,05	0,22	0,03	0,01	0,03	0,07
261	5,926186	1,066499	27	0,27	0,26	0,26	0,06	0,07	0,11
262	6,068986	1,066499	14	0,24	0,34	0,31	0,07	0,07	0,12
263	6,211785	1,066499	15	-0,02	0,35	0,09	0,06	0,02	0,09
264	0,065450	1,019511	26	0,26	0,22	0,08	0,05	0,06	0,09
265	0,196350	1,019511	27	0,21	0,45	0,42	0,11	0,04	0,13
266	0,327249	1,019511	31	0,04	0,54	0,04	0,01	0,04	0,16
267	0,458149	1,019511	25	0,08	0,64	-0,17	0,08	-0,04	0,15
268	0,589049	1,019511	25	0,24	0,24	0,30	0,09	0,02	0,12
269	0,719948	1,019511	19	0,26	0,40	0,13	0,06	0,05	0,11
270	0,850848	1,019511	25	0,26	0,28	0,03	0,09	-0,02	0,25
271	0,981748	1,019511	22	0,29	0,21	0,14	0,03	0,04	0,20
272	1,112647	1,019511	31	0,45	0,31	0,10	0,04	0,06	0,11
273	1,243547	1,019511	19	0,55	0,40	0,15	0,06	0,11	0,16
274	1,374447	1,019511	20	0,43	0,54	0,36	0,09	0,09	0,09
275	1,505346	1,019511	23	0,42	0,44	0,15	0,05	0,10	0,10
276	1,636246	1,019511	28	0,10	0,52	0,15	0,05	-0,00	0,17
277	1,767146	1,019511	26	0,06	0,24	-0,07	0,05	-0,00	0,11
278	1,898046	1,019511	20	-0,03	0,44	0,03	0,10	-0,02	0,16
279	2,028945	1,019511	28	0,08	0,32	0,14	0,04	0,05	0,14
280	2,159845	1,019511	29	0,15	0,35	0,11	0,07	0,02	0,23
281	2,290745	1,019511	25	0,12	0,34	0,09	0,04	0,06	0,14
282	2,421644	1,019511	22	0,05	0,30	0,05	0,08	-0,01	0,20
283	2,552544	1,019511	26	-0,06	0,39	0,04	0,07	-0,01	0,24
284	2,683444	1,019511	28	0,28	0,54	0,17	0,07	0,06	0,14
285	2,814343	1,019511	22	0,19	0,49	0,28	0,10	0,06	0,13
286	2,945243	1,019511	18	0,37	0,39	0,30	0,09	0,09	0,15
287	3,076143	1,019511	26	0,18	0,18	0,15	0,03	0,04	0,08
288	3,207043	1,019511	20	0,14	0,26	0,12	0,03	0,06	0,12
289	3,337942	1,019511	26	0,04	0,30	0,12	0,04	0,04	0,16
290	3,468842	1,019511	21	0,17	0,52	0,29	0,04	0,08	0,21
291	3,599742	1,019511	20	-0,01	0,21	0,13	0,03	0,02	0,07
292	3,730641	1,019511	17	0,20	0,30	0,07	0,09	-0,01	0,27
293	3,861541	1,019511	17	0,25	0,47	0,14	0,08	0,04	0,10
294	3,992441	1,019511	20	0,20	0,40	0,08	0,04	0,04	0,09
295	4,123340	1,019511	19	0,29	0,41	0,11	0,05	0,06	0,11
296	4,254240	1,019511	20	-0,01	0,38	0,17	0,06	0,01	0,11
297	4,385140	1,019511	25	0,19	0,36	-0,00	0,02	0,00	0,18
298	4,516039	1,019511	25	0,30	0,43	0,23	0,04	0,05	0,08
299	4,646939	1,019511	15	0,14	0,22	0,15	0,04	0,03	0,09
300	4,777839	1,019511	22	0,17	0,33	0,08	0,05	0,04	0,11
301	4,908739	1,019511	19	0,20	0,27	0,08	0,07	0,02	0,09
302	5,039638	1,019511	23	0,38	0,52	0,13	0,08	0,03	0,10
303	5,170538	1,019511	22	0,47	0,38	0,27	0,07	0,07	0,08
304	5,301438	1,019511	20	0,07	0,62	-0,19	0,09	0,02	0,16
305	5,432337	1,019511	19	0,02	0,37	0,02	0,01	0,02	0,14
306	5,563237	1,019511	17	0,03	0,45	-0,08	0,02	-0,01	0,16
307	5,694137	1,019511	18	0,09	0,26	-0,04	0,04	0,01	0,10
308	5,825036	1,019511	20	0,08	0,40	0,04	0,04	0,01	0,11
309	5,955936	1,019511	23	-0,03	0,30	0,12	0,07	0,03	0,10
310	6,086836	1,019511	22	0,22	0,22	0,03	0,03	0,07	0,11
311	6,217735	1,019511	27	0,32	0,32	0,04	0,04	0,05	0,07
312	0,060415	0,972208	26	0,07	0,43	0,03	0,02	0,03	0,10
313	0,181246	0,972208	28	0,24	0,26	0,09	0,04	0,03	0,11
314	0,302076	0,972208	23	0,30	0,25	0,11	0,03	0,08	0,11
315	0,422907	0,972208	20	-0,29	0,69	-0,05	0,11	-0,03	0,18
316	0,543737	0,972208	19	-0,13	0,42	0,04	0,04	-0,04	0,15
317	0,664568	0,972208	27	0,29	0,39	0,02	0,03	0,06	0,16
318	0,785398	0,972208	24	-0,07	0,55	0,10	0,04	0,00	0,10
319	0,906229	0,972208	23	0,22	0,21	0,00	0,01	0,05	0,18
320	1,027059	0,972208	22	0,05	0,42	0,02	0,06	0,11	0,31
321	1,147890	0,972208	28	0,47	0,44	0,18	0,06	0,07	0,15
322	1,268720	0,972208	22	0,12	0,26	0,01	0,03	0,04	0,09
323	1,389551	0,972208	24	0,17	0,46	0,05	0,02	0,05	0,12
324	1,510381	0,972208	24	0,27	0,34	0,18	0,05	0,08	0,12
325	1,631212	0,972208	28	0,22	0,60	-0,10	0,03	0,03	0,17
326	1,752042	0,972208	20	-0,05	0,52	-0,15	0,04	-0,04	0,11
327	1,872873	0,972208	24	0,03	0,38	0,08	0,08	-0,01	0,12
328	1,993703	0,972208	17	0,09	0,48	0,09	0,07	0,01	0,12
329	2,114534	0,972208	18	0,56	0,45	0,49	0,08	0,09	0,13
330	2,235364	0,972208	27	0,59	0,32	0,48	0,05	0,13	0,11
331	2,356194	0,972208	25	0,24	0,40	0,35	0,06	0,07	0,12
332	2,477025	0,972208	27	0,04	0,39	0,07	0,04	0,03	0,11
333	2,597855	0,972208	25	0,18	0,40	0,01	0,00	0,03	0,10
334	2,718686	0,972208	29	0,22	0,21	0,03	0,04	0,05	0,11
335	2,839516	0,972208	28	0,08	0,21	0,10	0,04	0,02	0,08
336	2,960347	0,972208	25	0,39	0,28	0,11	0,04	0,08	0,09
337	3,081177	0,972208	30	0,26	0,38	-0,02	0,03	0,04	0,08
338	3,202008	0,972208	20	-0,15	0,21	0,04	0,07	-0,03	0,13
339	3,322838	0,972208	19	0,31	0,35	0,10	0,03	0,04	0,16
340	3,443669	0,972208	27	0,39	0,37	0,14	0,06	0,02	0,11
341	3,564499	0,972208	17	0,23	0,21	0,20	0,09	0,05	0,13
342	3,685330	0,972208	17	0,28	0,38	0,03	0,06	0,06	0,13
343	3,806160	0,972208	16	0,72	0,35	0,27	0,09	0,11	0,10
344	3,926991	0,972208	19	0,03	0,33	0,28	0,06	0,04	0,15
345	4,047821	0,972208	23	0,20	0,34	0,05	0,04	0,05	0,10
346	4,168652	0,972208	17	0,29	0,72	-0,00	0,02	0,01	0,17
347	4,289482	0,972208	23	-0,09	0,25	-0,09	0,07	-0,03	0,15
348	4,410313	0,972208	21	0,32	0,43	0,19	0,07	0,07	0,08
349	4,531143	0,972208	21	0,12	0,20	0,11	0,03	0,05	0,11
350	4,651974	0,972208	18	0,25	0,12	-0,00	0,00	0,01	0,11
351	4,772804	0,972208	16	0,05	0,38	0,01	0,01	0,01	0,09
352	4,893635	0,972208	20	0,34	0,55	0,00	0,02	0,06	0,11
353	5,014465	0,972208	18	0,12	0,50	0,12	0,03	0,06	0,09
354	5,135296	0,972208	18	0,05	0,23	0,02	0,05	0,02	0,08
355	5,256126	0,972208	24	0,17	0,38	-0,03	0,04	0,03	0,11
356	5,376957	0,972208	20	0,40	0,33	0,26	0,08	0,09	0,12
357	5,497787	0,972208	14	0,08	0,25	0,13	0,07	0,04	0,10
358	5,618618	0,972208	20	0,10	0,43	0,09	0,06	0,00	0,20
359	5,739448	0,972208	14	0,11	0,33	0,02	0,01	0,03	0,13
